Sentence	Subjectivity	Positivity	Negativity
"Steve Stricker has found his way into that pairing because he can handle everything that's going on around Tiger 	2	2	1 
649 woods-accepts-responsibility-u-ryder-cup-woes-220617460--golf It's easier to play with Dustin (Johnson) probably or it's easier to play with Jim Furyk than it is to pair a guy with Tiger because you get the extra attention and the extra pressure """	2	2	2
Workday sets IPO terms valuing company at up to $3 85 billion	1	1	1
(Reuters) - Workday Inc  which provides cloud-based human resource software  said it plans to price its initial public offering of Class A shares at between $21 and $24 each  valuing the Silicon Valley company at up to $3 85 billion 	2	1	1
Workday was co-founded by ex-PeopleSoft executives David Duffield and Aneel Bhusri  who left PeopleSoft following its acquisition by Oracle Corp in 2004 	1	1	1
It confidentially filed for an IPO in July under the Jumpstart Our Business Startups (JOBS) Act 	1	1	1
The Act allows a company to keep financial details contained in IPO documents private for longer and permits it to keep its registration statement confidential until 21 days prior to the first road show 	1	1	1
The company subsequently filed in August to raise up to $400 million in its IPO 	1	1	1
At the mid-point of Workday's expected range  the offering will raise about $512 million 	1	1	1
Each Class A share is entitled to one vote while each Class B share is entitled to ten votes and is convertible into a Class A share at any time 	1	1	1
Duffield and Bhusri  together with their affiliates  will hold about 67 percent of the voting rights after the offering  the company said in a filing 	1	1	1
The company  which is also backed by private equity firm Greylock Partners  listed Morgan Stanley and Goldman Sachs as the lead underwriters for the offering 	1	1	1
"Workday's Class A shares  which have been approved for listing on the New York Stock Exchange under the symbol ""WDAY""  are scheduled to be priced on October 11  an underwriter said "	1	1	1
World stocks fall on weak Japan  China indicators	2	1	1
BANGKOK (AP) — World stock markets turned lower Thursday after weak Japanese trade figures and a contraction in Chinese manufacturing underlined that the global economy continues to struggle 	2	1	2
Exports in August totaled 5 05 trillion yen ($64 33 billion)  down 5 8 percent from a year earlier 	1	1	1
The economic news from China wasn't any better 	1	1	2
A private survey of manufacturers showed that activity fell again in September  though at a slightly slower pace than August 	1	1	1
European stocks fell in early trading 	1	1	1
Britain's FTSE 100 shed 0 7 percent to 5 849 66 	1	1	1
Germany's DAX slipped 0 3 percent to 7 370 29 and France's CAC-40 lost 0 4 percent to 3 518 15 	1	1	1
Wall Street futures also fell 	1	1	1
Dow Jones industrial futures lost 0 3 percent to 13 462 while S&P 500 futures slid 0 3 percent to 1 448 80 	1	1	1
Japan's Nikkei 225 index dropped 1 6 percent to close at 9 086 98 	1	1	1
South Korea's Kospi shed 0 9 percent to 1 990 33 and Hong Kong's Hang Seng lost 1 2 percent to 20 590 92 	1	1	1
Benchmarks in Singapore  Taiwan and Indonesia also fell 	1	1	1
New Zealand's bucked the trend and rose 	2	1	1
The Shenzhen Composite Index lost almost 3 percent to 840 21 	1	1	1
Asian stocks had rallied a day before  after the Bank of Japan announced an aggressive monetary easing program in an attempt to spur growth and counter the strength of the Japanese yen 	3	2	1
The move came days after the U S  Federal Reserve revealed it will purchase an average of $40 billion of mortgage-backed securities a month until the economy shows significant improvement 	1	1	1
"Andrew Sullivan  principal sales trader at Piper Jaffray in Hong Kong  said in an email that it was ""disappointing that the initial rally on the BOJ stimulus did not hold """	2	1	2
Markets also didn't get much encouragement from the release of preliminary manufacturing data out of China for September 	2	1	2
The HSBC Flash Purchasing Managers' Index stood at 47 8 for the month out of a 100-point scale on which numbers below 50 indicate contraction 	1	1	1
Still  the figure was an improvement over August's 47 6 level  suggesting that the slowdown may be stabilizing 	1	2	1
It showed the decline has slowed down  said Francis Lun  managing director of Lyncean Holdings in Hong Kong 	2	2	1
"The problem is with Europe and America	2	1	2
651 world-stocks-fall-weak-japan-china-indicators-090557776--finance Except for the iPhone  nothing is selling "	2	1	2
Mazda Motor Corp  plummeted 4 8 percent and Yamaha Motor Co  lost 3 8 percent 	1	1	1
Sony Corp  shed 4 6 percent 	1	1	1
Australian surf wear retailer Billabong International plunged 7 3 percent after saying that a private equity firm that had been looking to make a takeover bid for company had pulled out 	1	1	1
Benchmark oil for October delivery was down 54 cents to $91 44 in electronic trading on the New York Mercantile Exchange 	1	1	1
The contract for crude fell $3 31 to finish at $91 98 per barrel on the Nymex on Wednesday 	1	1	1
In currencies  the euro fell to $1 2970 from $1 3063 late Wednesday in New York 	1	1	1
The dollar fell to 78 22 yen from 78 39 yen 	1	1	1
The proof is in the pudding  said health department spokesman Chanel Caraway 	2	1	1
Overall  this suggests that parents are OK with the service being available to their children 	3	2	1
Last year  when the plan was implemented  about 4 7 percent of the 12 000 girls enrolled in those schools was given the prescription drug  according to the Board of Health 	1	1	1
Students ranged in age from 14 to 18 	1	1	1
"Plan B  also known as the ""morning after"" pill  works in a similar way to birth control pills  except it is taken after sex to prevent an unplanned pregnancy  according to its manufacturer Teva Pharmaceuticals "	1	1	1
The pill should be taken as soon as possible within 72 hours of unprotected sex or birth control failure 	1	1	1
"Plan B should not ""affect or terminate"" an existing pregnancy  according to the company's advertising "	1	1	1
New York City's pilot program  Connecting Adolescents To Comprehensive Health or CATCH  is aimed at stemming the teen pregnancy rate  which causes many girls to leave school 	1	1	2
Teen pregnancy rates dropped 25 percent in the city between 2001 and 2010  according to the Department of Health 	1	1	1
The CATCH program targets selected schools in poorer districts without health centers 	1	1	1
If they do not check a box telling the school not to distribute contraceptives to their child  the student may access the drugs without permission 	1	1	1
We wait about a month to give parents a chance to read the letter and opt out  said Caraway 	2	1	1
After that  any student at one of these schools can get emergency contraception or a pregnancy test if they feel they may be pregnant or have had unprotected sex 	2	1	1
Students have long had access to condoms in the city schools 	1	1	1
Last year  Department of Health doctors prescribed Plan B to 567 students 	1	1	1
Another 580 students received hormonal birth control pills 	1	1	1
This fall  teens will also have access to Depo-Provera  an injectable form of birth control 	1	1	1
"Scyatta A  Wallace  a New York City psychologist and founder and CEO of Janisaw Company  which specializes in life skills programs for young women  said she has ""mixed feelings"" about providing Plan B without explicit parental consent "	2	1	2
"She acknowledges that providing contraception does not ""encourage"" more sexual activity and that most parents ""try hard"" to educate their teens about sexual health and values "	2	1	1
